"","Player","Pos","Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","AV","Round","Forty_Imputed","Vertical_Imputed","BenchReps_Imputed","BroadJump_Imputed","Cone_Imputed","Shuttle_Imputed"
"1889","J.D. Nelson","FS",71,207,4.83,32.5,NA,111,7.29,4.53,0,8,4.47,35,11,111,7.06,4.33
"1890","Marcus Paschal","FS",72,201,4.59,33,15,NA,7.31,4.72,0,8,4.49,37.5,15,120,7.04,4.19
"1891","Kevin Payne","FS",72,220,4.6,35,20,106,7,4.3,11,5,4.48,34.5,16,120,7.04,4.19
"1892","Leonard Peters","FS",73,210,4.8,32.5,21,110,7.49,NA,0,8,4.83,32.5,16,111,7.29,4.53
"1893","Brandon Sharp","FS",70,194,4.58,37.5,18,NA,NA,NA,0,8,4.59,33,15,120,7.31,4.72
"1894","John Wendling","FS",73,222,4.48,38.5,22,129,6.96,4.16,3,6,4.6,35,20,106,7,4.3
"1895","Marvin White","FS",73,199,4.54,33.5,17,NA,NA,NA,8,4,4.8,32.5,21,110,7.49,4.19
"1896","Husain Abdullah","FS",72,204,4.63,32.5,16,115,7.07,NA,8,8,4.58,37.5,18,120,7.04,4.19
"1897","Dominique Barber","FS",72,210,4.68,34,23,117,7.08,4.34,5,6,4.48,38.5,22,129,6.96,4.16
"1898","Simeon Castille","FS",72,195,4.63,31.5,NA,119,7.07,4.36,1,8,4.54,33.5,17,120,7.04,4.19
"1899","Thomas DeCoud","FS",73,207,4.5,35.5,NA,122,6.85,4.27,14,3,4.63,32.5,16,115,7.07,4.19
"1900","Quintin Demps","FS",72,206,4.39,31.5,16,110,NA,NA,3,4,4.68,34,23,117,7.08,4.34
"1901","Marcus Griffin","FS",70,201,4.69,31.5,13,119,7.09,4.32,0,8,4.63,31.5,16,119,7.07,4.36
"1902","Jonathan Hefney","FS",68,190,4.52,29,14,117,7.1,4.44,0,8,4.5,35.5,16,122,6.85,4.27
"1903","Dennis Keyes","FS",73,205,4.59,30.5,15,112,7.25,4.41,0,8,4.39,31.5,16,110,7.04,4.19
"1904","DaJuan Morgan","FS",72,205,4.5,33,21,119,7.12,4.41,3,3,4.69,31.5,13,119,7.09,4.32
"1905","D.J. Parker","FS",71,192,4.59,29,19,111,6.94,4.44,0,8,4.52,29,14,117,7.1,4.44
"1906","Kenny Phillips","FS",74,212,4.48,32.5,19,121,6.97,4.27,9,1,4.59,30.5,15,112,7.25,4.41
"1907","David Roach","FS",72,210,4.53,38,16,123,6.88,4.15,1,8,4.5,33,21,119,7.12,4.41
"1908","Nehemiah Warrick","FS",73,211,4.51,29.5,16,119,6.98,4.09,0,8,4.59,29,19,111,6.94,4.44
"1909","David Bruton","FS",74,219,4.4,41.5,19,132,6.6,4.28,4,4,4.48,32.5,19,121,6.97,4.27
"1910","Chris Clemons-02","FS",72,208,4.33,37.5,19,127,7.27,4.38,7,5,4.53,38,16,123,6.88,4.15
"1911","Louis Delmas","FS",71,202,4.52,37,12,126,6.67,4.17,16,2,4.51,29.5,16,119,6.98,4.09
"1912","Lendy Holmes","FS",72,206,4.65,32,16,112,7.28,4.32,0,8,4.4,41.5,19,132,6.6,4.28
"1913","Rashad Johnson","FS",71,203,4.49,37,15,120,7.09,4.23,6,3,4.33,37.5,19,127,7.27,4.38
"1914","Darcel McBath","FS",72,198,4.53,38,14,119,6.8,4.16,2,2,4.52,37,12,126,6.67,4.17
"1915","Marcus McClinton","FS",72,210,4.49,37,16,120,7.45,4.22,0,8,4.65,32,16,112,7.28,4.32
"1916","Troy Nolan","FS",72,206,4.58,31.5,12,117,7.06,4.3,5,7,4.49,37,15,120,7.09,4.23
"1917","Derek Pegues","FS",70,199,4.54,36,23,119,7.08,4.3,0,8,4.53,38,14,119,6.8,4.16
"1918","Glover Quin","FS",71,204,4.5,38,22,119,7.39,4.43,15,4,4.49,37,16,120,7.45,4.22
"1919","C.J. Spillman","FS",72,197,4.45,41.5,NA,122,7.05,4.33,3,8,4.58,31.5,12,117,7.06,4.3
"1920","Curtis Taylor","FS",74,209,4.49,37.5,13,129,7.25,4.23,1,7,4.54,36,23,119,7.08,4.3
"1921","Brandon Underwood","FS",73,198,4.48,36.5,16,125,7,4.2,2,6,4.5,38,22,119,7.39,4.43
"1922","Nate Allen","FS",72,207,4.5,NA,16,NA,NA,NA,14,2,4.45,41.5,16,122,7.05,4.33
"1923","Jonathon Amaya","FS",73,203,4.43,28,8,118,NA,NA,3,8,4.49,37.5,13,129,7.25,4.23
"1924","Eric Berry","FS",72,211,4.4,43,19,130,6.8,4.23,17,1,4.48,36.5,16,125,7,4.2
"1925","Morgan Burnett","FS",73,209,4.51,NA,16,NA,NA,NA,13,3,4.5,35.5,16,120,7.04,4.19
"1926","Kam Chancellor","FS",75,231,4.62,32,22,116,7.36,4.41,16,5,4.43,28,8,118,7.04,4.19
"1927","Myron Lewis","FS",74,203,4.42,37,10,126,NA,NA,1,3,4.4,43,19,130,6.8,4.23
"1928","Kendrick Lewis","FS",72,198,4.73,31.5,16,116,6.88,4.33,14,5,4.51,35.5,16,120,7.04,4.19
"1929","Taylor Mays","FS",75,230,4.31,41,24,125,NA,NA,6,2,4.62,32,22,116,7.36,4.41
"1930","Josh Pinkard","FS",73,214,4.58,NA,NA,NA,NA,NA,0,8,4.42,37,10,126,7.04,4.19
"1931","Nick Polk","FS",71,211,4.55,38,14,121,NA,NA,0,8,4.73,31.5,16,116,6.88,4.33
"1932","Dennis Rogan","FS",69,185,4.73,38,NA,118,NA,4.1,0,8,4.31,41,24,125,7.04,4.19
"1933","Donovan Warren","FS",71,193,4.62,NA,12,113,NA,NA,0,8,4.58,35.5,16,120,7.04,4.19
"1934","Major Wright","FS",71,206,4.44,37.5,14,119,6.95,4.36,13,3,4.55,38,14,121,7.04,4.19
"1935","Quinton Carter","FS",73,208,4.57,34.5,23,121,7.05,4.06,5,4,4.73,38,16,118,7.04,4.1
"1936","Chris Conte","FS",74,197,4.52,35.5,18,127,7.01,4.19,15,3,4.62,35.5,12,113,7.04,4.19
"1937","Eric Hagg","FS",73,209,4.62,34.5,18,121,6.73,4.19,3,7,4.44,37.5,14,119,6.95,4.36
"1938","Will Hill","FS",73,202,4.64,31,NA,123,NA,4.19,10,8,4.57,34.5,23,121,7.05,4.06
"1939","Jaiquawn Jarrett","FS",72,198,4.62,30,14,113,6.95,4.14,2,2,4.52,35.5,18,127,7.01,4.19
"1940","Mark LeGree","FS",71,210,4.49,31,21,116,6.9,4.09,0,5,4.62,34.5,18,121,6.73,4.19
"1941","Rahim Moore","FS",72,202,4.58,35,11,115,6.98,3.96,13,2,4.64,31,16,123,7.04,4.19
"1942","Robert Sands","FS",76,217,4.53,35,12,124,7.03,4.06,0,5,4.62,30,14,113,6.95,4.14
"1943","Jerrard Tarrant","FS",72,204,4.57,33,14,114,6.92,4.21,0,8,4.49,31,21,116,6.9,4.09
"1944","Deunta Williams","FS",74,205,4.53,NA,NA,NA,NA,NA,0,8,4.58,35,11,115,6.98,3.96
"1945","Justin Bethel","FS",72,200,4.52,39.5,19,131,6.79,4.3,7,6,4.53,35,12,124,7.03,4.06
"1946","George Iloka","FS",76,225,4.6,34.5,20,124,7.03,4.03,13,5,4.57,33,14,114,6.92,4.21
"1947","Janzen Jackson","FS",71,188,4.6,36.5,9,125,6.9,4.15,0,8,4.53,35.5,16,120,7.04,4.19
"1948","Markelle Martin","FS",73,207,4.47,NA,19,NA,NA,NA,1,6,4.52,39.5,19,131,6.79,4.3
"1949","Trenton Robinson","FS",70,195,4.46,35,15,125,NA,4.15,0,8,4.6,34.5,20,124,7.03,4.03
"1950","Phillip Thomas-01","FS",71,198,4.68,33,14,122,NA,NA,0,8,4.6,36.5,9,125,6.9,4.15
"1951","Christian Thompson","FS",72,211,4.42,31.5,18,122,7.33,4.13,0,4,4.47,35.5,19,120,7.04,4.19
"1952","John Boyett","FS",70,204,4.64,NA,27,NA,NA,NA,0,6,4.46,35,15,125,7.04,4.15
"1953","Josh Evans","FS",73,207,4.58,34.5,NA,123,6.64,4.1,14,6,4.68,33,14,122,7.04,4.19
"1954","Tony Jefferson","FS",71,213,4.75,NA,16,NA,NA,NA,8,8,4.42,31.5,18,122,7.33,4.13
"1955","T.J. McDonald","FS",74,219,4.59,40,19,131,6.89,4.2,15,3,4.64,35.5,27,120,7.04,4.19
"1956","Brad McDougald","FS",72,215,4.51,34.5,19,122,7.07,4.44,0,8,4.58,34.5,16,123,6.64,4.1
"1957","Rontez Miles","FS",72,203,4.62,36.5,NA,123,6.97,4.27,1,8,4.75,35.5,16,120,7.04,4.19
"1958","Bacarri Rambo","FS",72,211,4.56,NA,17,NA,NA,NA,6,6,4.59,40,19,131,6.89,4.2
"1959","Eric Reid","FS",73,213,4.53,40.5,17,134,6.99,4.22,20,1,4.51,34.5,19,122,7.07,4.44
"1960","Daimion Stafford","FS",72,221,4.69,30.5,21,111,7.06,NA,4,7,4.62,36.5,16,123,6.97,4.27
"1961","D.J. Swearinger","FS",70,208,4.67,37,17,124,6.7,4.11,12,2,4.56,35.5,17,120,7.04,4.19
"1962","Phillip Thomas-02","FS",72,208,4.65,35,14,122,NA,NA,2,4,4.53,40.5,17,134,6.99,4.22
"1963","Kenny Vaccaro","FS",72,214,4.63,38,15,121,6.78,4.06,15,1,4.69,30.5,21,111,7.06,4.19
"1964","Dion Bailey","FS",72,201,4.66,34,NA,113,6.97,4.15,1,8,4.67,37,17,124,6.7,4.11
"1965","Terrence Brooks","FS",71,198,4.42,38,10,119,7.35,NA,3,3,4.65,35,14,122,7.04,4.19
"1966","Ha Ha Clinton-Dix","FS",73,208,4.58,33,11,119,7.16,4.16,20,1,4.63,38,15,121,6.78,4.06
"1967","Jonathan Dowling","FS",75,190,4.52,33.5,8,118,7.04,4.24,0,7,4.66,34,16,113,6.97,4.15
"1968","Marqueston Huff","FS",71,196,4.49,35.5,15,118,7.26,4.19,4,4,4.42,38,10,119,7.35,4.19
"1969","Kenny Ladler","FS",72,207,4.7,36.5,24,127,NA,NA,0,8,4.58,33,11,119,7.16,4.16
"1970","Calvin Pryor","FS",71,207,4.58,34.5,18,116,NA,NA,15,1,4.52,33.5,8,118,7.04,4.24
"1971","Ed Reynolds","FS",73,207,4.57,32.5,15,117,NA,NA,3,5,4.49,35.5,15,118,7.26,4.19
"1972","Adrian Amos","FS",72,218,4.56,35.5,NA,122,7.09,4.03,15,5,4.7,36.5,24,127,7.04,4.19
"1973","Detrick Bonner","FS",72,207,4.56,NA,15,NA,NA,NA,0,8,4.58,34.5,18,116,7.04,4.19
"1974","Kurtis Drummond","FS",73,208,4.65,39.5,NA,119,7.09,4.33,2,8,4.57,32.5,15,117,7.04,4.19
"1975","Durell Eskridge","FS",75,208,4.56,31,NA,117,7.09,4.26,0,8,4.56,35.5,16,122,7.09,4.03
"1976","Ladarius Gunter","FS",73,202,4.62,33.5,12,108,7.18,4.41,4,8,4.56,35.5,15,120,7.04,4.19
"1977","Chris Hackett","FS",72,195,4.81,32,NA,110,7.12,4.2,0,8,4.65,39.5,16,119,7.09,4.33
"1978","Anthony Harris","FS",73,183,4.56,NA,NA,NA,NA,NA,0,8,4.56,31,16,117,7.09,4.26
"1979","Gerod Holliman","FS",72,218,4.62,NA,17,NA,NA,NA,0,7,4.62,33.5,12,108,7.18,4.41
"1980","Dean Marlowe","FS",73,203,4.58,33.5,16,114,7,4.18,0,8,4.81,32,16,110,7.12,4.2
"1981","Tevin McDonald","FS",71,195,4.63,33,19,112,7.01,4.26,0,8,4.56,35.5,16,120,7.04,4.19
"1982","Cody Prewitt","FS",74,208,4.6,35,11,125,7.12,4.23,0,8,4.62,35.5,17,120,7.04,4.19
"1983","Damarious Randall","FS",71,196,4.46,38,14,120,6.83,4.07,13,1,4.58,33.5,16,114,7,4.18
"1984","Derron Smith","FS",70,200,4.61,NA,NA,NA,NA,NA,3,6,4.63,33,19,112,7.01,4.26
"1985","Jermaine Whitehead","FS",71,197,4.59,37,15,128,6.95,4.11,1,8,4.6,35,11,125,7.12,4.23
"1986","Vonn Bell","FS",71,199,4.52,NA,16,NA,NA,NA,8,2,4.46,38,14,120,6.83,4.07
"1987","Deon Bush","FS",72,199,4.64,36,17,123,NA,NA,3,4,4.61,35.5,16,120,7.04,4.19
"1988","Kavon Frazier","FS",72,217,4.53,NA,18,NA,NA,NA,2,6,4.59,37,15,128,6.95,4.11
"1989","T.J. Green","FS",74,209,4.34,35.5,13,129,NA,NA,4,2,4.52,35.5,16,120,7.04,4.19
"1990","Deandre Houston-Carson","FS",73,201,4.54,32.5,13,115,7.15,4.28,0,8,4.64,36,17,123,7.04,4.19
"1991","Derrick Kindred","FS",70,207,4.5,37.5,NA,123,7.05,4.29,6,4,4.53,35.5,18,120,7.04,4.19
"1992","Jordan Lomax","FS",70,202,4.75,36,8,120,7.18,4.15,0,8,4.34,35.5,13,129,7.04,4.19
"1993","Justin Simmons","FS",74,202,4.61,40,16,126,6.58,3.85,7,3,4.54,32.5,13,115,7.15,4.28
"1994","A.J. Stamps","FS",71,193,4.79,33,15,115,7.17,4.25,0,8,4.5,37.5,16,123,7.05,4.29
"1995","Darian Thompson","FS",74,208,4.69,32.5,12,118,7.26,4.33,5,3,4.75,36,8,120,7.18,4.15
"1996","Budda Baker","FS",70,195,4.45,32.5,15,115,6.76,4.08,9,2,4.61,40,16,126,6.58,3.85
"1997","Chuck Clark","FS",72,208,4.54,34,16,122,6.85,4.07,1,6,4.79,33,15,115,7.17,4.25
"1998","Johnathan Ford","FS",71,205,NA,NA,20,NA,NA,NA,0,8,4.69,32.5,12,118,7.26,4.33
"1999","Delano Hill","FS",73,216,4.47,33.5,17,115,6.96,4.27,1,3,4.45,32.5,15,115,6.76,4.08
"2000","Malik Hooker","FS",73,206,NA,NA,NA,NA,NA,NA,2,1,4.54,34,16,122,6.85,4.07
"2001","Rayshawn Jenkins","FS",73,214,4.51,37,19,128,NA,NA,1,4,4.56,35.5,20,120,7.04,4.19
"2002","John Johnson","FS",73,205,4.61,37,14,119,6.72,4.18,0,8,4.47,33.5,17,115,6.96,4.27
"2003","Desmond King","FS",70,201,NA,34,14,117,6.67,4.18,3,5,4.56,35.5,16,120,7.04,4.19
"2004","Marcus Maye","FS",72,210,NA,NA,NA,NA,NA,NA,6,2,4.51,37,19,128,7.04,4.19
"2005","Michael Tyson","FS",73,204,4.56,33,17,118,NA,NA,0,6,4.61,37,14,119,6.72,4.18
"2006","Marcus Williams-02","FS",73,202,4.56,43.5,14,129,6.85,4.2,0,8,4.56,34,14,117,6.67,4.18
"2007","Matt Beck","ILB",75,234,4.65,NA,NA,NA,NA,NA,0,8,4.56,35.5,16,120,7.04,4.19
"2008","Marcus Bell-01","ILB",74,237,4.78,31.5,21,111,7.17,4.33,7,4,4.56,33,17,118,7.04,4.19
"2009","Danny Clark","ILB",74,245,4.75,NA,20,NA,NA,NA,12,7,4.56,43.5,14,129,6.85,4.2
"2010","Dwan Epps","ILB",73,242,4.68,34.5,8,NA,NA,NA,0,8,4.65,33,23,115,7.195,4.305
"2011","Dustin Lyman","ILB",76,259,4.7,35,22,118,6.86,4.06,1,3,4.78,31.5,21,111,7.17,4.33
"2012","Keith Miller","ILB",73,246,4.97,27.5,24,110,7.37,4.43,1,8,4.75,33,20,115,7.195,4.305
"2013","Rob Morris","ILB",74,250,4.77,33,18,113,6.93,4.17,12,1,4.68,34.5,8,115,7.195,4.305
"2014","Andre O'Neal","ILB",73,235,4.72,34,16,114,7.3,4.24,2,8,4.7,35,22,118,6.86,4.06
"2015","Brandon Short","ILB",75,252,4.72,NA,NA,NA,NA,NA,16,4,4.97,27.5,24,110,7.37,4.43
"2016","Peter Sirmon","ILB",74,246,4.84,34.5,20,115,7.21,4.27,10,4,4.77,33,18,113,6.93,4.17
"2017","T.J. Slaughter","ILB",72,247,4.87,30,24,112,7.08,4.26,16,3,4.72,34,16,114,7.3,4.24
"2018","Jamel Smith","ILB",72,245,5.18,29.5,NA,108,7.51,4.58,0,8,4.72,33,23,115,7.195,4.305
"2019","Jeff Ulbrich","ILB",72,249,4.65,32,24,109,7.23,4.3,12,3,4.84,34.5,20,115,7.21,4.27
"2020","Kendrell Bell","ILB",73,234,4.64,38.5,24,124,7.25,4.5,31,2,4.87,30,24,112,7.08,4.26
"2021","Quinton Caver","ILB",76,227,4.67,37.5,23,118,7.66,4.25,2,2,5.18,29.5,23,108,7.51,4.58
"2022","Anthony Denman","ILB",73,239,4.76,NA,NA,NA,NA,NA,2,7,4.65,32,24,109,7.23,4.3
"2023","Edgerton Hartwell","ILB",73,250,4.86,36.5,18,114,7.64,4.56,0,8,4.64,38.5,24,124,7.25,4.5
"2024","Alex Lincoln","ILB",72,251,4.77,35,22,111,NA,NA,0,7,4.67,37.5,23,118,7.66,4.25
"2025","Torrance Marshall","ILB",74,249,4.7,NA,NA,NA,NA,NA,6,3,4.76,33,23,115,7.195,4.305
"2026","Zeke Moreno","ILB",74,248,4.76,NA,24,NA,7.1,4.31,9,5,4.86,36.5,18,114,7.64,4.56
"2027","Dan Morgan","ILB",74,240,4.54,NA,NA,NA,NA,NA,16,1,4.77,35,22,111,7.195,4.305
"2028","Carlos Polk","ILB",74,251,4.76,NA,NA,NA,NA,NA,2,4,4.7,33,23,115,7.195,4.305
"2029","Brandon Spoon","ILB",74,245,4.75,35.5,33,110,7.3,4.15,5,4,4.76,33,24,115,7.1,4.31
"2030","T.J. Turner","ILB",75,273,4.8,NA,NA,NA,NA,NA,0,7,4.54,33,23,115,7.195,4.305
"2031","Jamie Winborn","ILB",71,229,4.63,35.5,NA,111,NA,NA,6,2,4.76,33,23,115,7.195,4.305
"2032","Jamie Burrow","ILB",73,249,4.83,30.5,18,102,7.28,4.21,0,8,4.75,35.5,33,110,7.3,4.15
"2033","Andra Davis","ILB",73,244,4.77,31.5,20,112,NA,NA,16,5,4.8,33,23,115,7.195,4.305
"2034","Justin Ena","ILB",75,247,4.71,34,20,116,6.78,4.11,4,8,4.63,35.5,23,111,7.195,4.305
"2035","Trev Faulk","ILB",75,241,4.9,32,NA,116,NA,NA,4,8,4.83,30.5,18,102,7.28,4.21
"2036","Tyreo Harrison","ILB",74,238,4.87,40,NA,118,7.24,NA,1,6,4.77,31.5,20,112,7.195,4.305
"2037","Bradley Jennings","ILB",75,255,4.96,NA,NA,NA,NA,NA,0,8,4.71,34,20,116,6.78,4.11
"2038","D.D. Lewis","ILB",73,235,4.7,33.5,24,114,NA,NA,10,8,4.9,32,23,116,7.195,4.305
"2039","Quincy Monk","ILB",75,250,4.82,33.5,26,113,7.48,4.38,1,7,4.87,40,23,118,7.24,4.305
"2040","Jermaine Petty","ILB",75,261,4.74,33.5,20,116,NA,4.34,0,8,4.96,33,23,115,7.195,4.305
"2041","Saleem Rasheed","ILB",75,229,4.66,NA,26,NA,NA,NA,3,3,4.7,33.5,24,114,7.195,4.305
"2042","Billy Silva","ILB",75,244,4.68,NA,NA,NA,NA,NA,0,8,4.82,33.5,26,113,7.48,4.38
"2043","Ben Taylor","ILB",74,236,4.83,35.5,19,120,6.56,4.09,7,4,4.74,33.5,20,116,7.195,4.34
"2044","Josh Thornhill","ILB",74,243,4.69,36.5,27,121,7.15,4.19,0,8,4.66,33,26,115,7.195,4.305
"2045","Solomon Bates","ILB",73,243,4.89,30,19,112,7.23,4.34,2,4,4.68,33,23,115,7.195,4.305
"2046","Lance Briggs","ILB",73,242,4.75,33,25,113,NA,NA,35,3,4.83,35.5,19,120,6.56,4.09
"2047","Mark Brown","ILB",72,238,4.82,37.5,NA,121,7.37,4.21,8,8,4.69,36.5,27,121,7.15,4.19
"2048","Angelo Crowell","ILB",72,236,4.73,32.5,25,NA,7.08,4.29,7,3,4.89,30,19,112,7.23,4.34
"2049","Lawrence Flugence","ILB",73,239,4.87,34,23,106,7.4,4.36,0,8,4.75,33,25,113,7.195,4.305
"2050","Tony Gilbert","ILB",72,251,4.86,27.5,19,109,NA,NA,3,6,4.82,37.5,23,121,7.37,4.21
"2051","Mario Haggan","ILB",75,252,4.88,33,21,110,7.55,4.46,3,7,4.73,32.5,25,115,7.08,4.29
"2052","Byron Hardmon","ILB",73,232,4.76,32.5,17,115,7.55,4.41,0,8,4.87,34,23,106,7.4,4.36
"2053","Gerald Hayes","ILB",73,238,4.75,30.5,NA,107,7.57,4.35,10,3,4.86,27.5,19,109,7.195,4.305
"2054","E.J. Henderson","ILB",73,245,4.8,NA,20,NA,NA,NA,12,2,4.88,33,21,110,7.55,4.46
"2055","Victor Hobson","ILB",72,252,4.86,33,29,117,7.26,4.33,14,2,4.76,32.5,17,115,7.55,4.41
"2056","Bradie James","ILB",74,242,4.71,32.5,NA,113,7.53,4.54,13,4,4.75,30.5,23,107,7.57,4.35
"2057","LaMarcus McDonald","ILB",73,227,4.99,31,NA,110,7.6,4.44,0,8,4.8,33,20,115,7.195,4.305
"2058","Kawika Mitchell","ILB",73,253,4.69,37,25,117,7.32,4.24,15,2,4.86,33,29,117,7.26,4.33
"2059","Terry Pierce","ILB",73,251,4.78,27.5,28,NA,NA,NA,1,2,4.71,32.5,23,113,7.53,4.54
"2060","Terrence Robinson","ILB",72,240,4.95,33.5,19,116,7.62,4.36,1,8,4.99,31,23,110,7.6,4.44
"2061","Clifton Smith","ILB",74,253,4.88,NA,NA,NA,NA,NA,0,8,4.69,37,25,117,7.32,4.24
"2062","Keyon Whiteside","ILB",72,229,4.8,29,27,111,7.32,4.34,0,5,4.78,27.5,28,115,7.195,4.305
"2063","Matt Wilhelm","ILB",76,245,4.8,NA,NA,NA,NA,NA,3,4,4.95,33.5,19,116,7.62,4.36
"2064","Jorge Cordova","ILB",73,241,4.65,35.5,22,NA,7.25,4.16,1,3,4.88,33,23,115,7.195,4.305
"2065","Rod Davis","ILB",74,239,4.76,NA,NA,114,7.2,4.02,3,5,4.8,29,27,111,7.32,4.34
"2066","Ryan Fowler","ILB",75,250,4.8,37.5,35,118,7.19,4.19,4,8,4.8,33,23,115,7.195,4.305
"2067","Niko Koutouvides","ILB",74,244,4.71,30.5,NA,108,6.98,3.88,4,4,4.65,35.5,22,115,7.25,4.16
"2068","Caleb Miller","ILB",75,224,4.66,34.5,23,120,6.85,3.93,9,3,4.76,33,23,114,7.2,4.02
"2069","Robert Reynolds","ILB",75,251,4.76,32.5,18,116,7.17,3.94,2,5,4.8,37.5,35,118,7.19,4.19
"2070","Richard Seigler","ILB",74,244,4.86,NA,25,NA,NA,NA,0,4,4.71,30.5,23,108,6.98,3.88
"2071","Cody Spencer","ILB",74,242,4.65,34.5,27,116,6.94,4.08,3,6,4.66,34.5,23,120,6.85,3.93
"2072","Jonathan Vilma","ILB",72,233,4.61,NA,NA,NA,NA,NA,26,1,4.76,32.5,18,116,7.17,3.94
"2073","Channing Crowder","ILB",74,252,4.71,NA,NA,NA,NA,NA,18,3,4.86,33,25,115,7.195,4.305
"2074","Liam Ezekiel","ILB",72,249,4.81,34.5,36,118,7.27,4.12,0,8,4.65,34.5,27,116,6.94,4.08
"2075","Alfred Fincher","ILB",73,238,4.68,31.5,25,112,7.69,4.45,2,3,4.61,33,23,115,7.195,4.305
"2076","Michael Goolsby","ILB",75,249,4.85,29.5,NA,112,7.31,4.36,0,8,4.71,33,23,115,7.195,4.305
"2077","Boomer Grigsby","ILB",72,249,4.6,35.5,32,112,7.1,NA,2,5,4.81,34.5,36,118,7.27,4.12
"2078","Leroy Hill","ILB",73,229,4.65,34,25,116,7.23,4.1,20,3,4.68,31.5,25,112,7.69,4.45
"2079","Marcus Lawrence","ILB",74,243,4.62,34,19,121,7.16,4.32,0,8,4.85,29.5,23,112,7.31,4.36
"2080","Robert McCune","ILB",72,245,4.5,NA,34,NA,NA,NA,0,5,4.6,35.5,32,112,7.1,4.305
"2081","Lance Mitchell","ILB",74,247,4.85,33.5,15,NA,7.49,4.38,1,5,4.65,34,25,116,7.23,4.1
"2082","Kirk Morrison","ILB",73,235,4.75,NA,25,NA,NA,4.31,23,3,4.62,34,19,121,7.16,4.32
"2083","Martin Patterson","ILB",73,243,4.89,34,21,115,7.31,4.2,0,8,4.5,33,34,115,7.195,4.305
"2084","Barrett Ruud","ILB",74,241,4.75,34.5,25,112,7.22,3.94,15,2,4.85,33.5,15,115,7.49,4.38
"2085","Adam Seward","ILB",74,248,4.6,36.5,33,120,7.16,4.11,3,5,4.75,33,25,115,7.195,4.31
"2086","Lofa Tatupu","ILB",72,238,4.83,35,23,113,7.31,4.16,38,2,4.89,34,21,115,7.31,4.2
"2087","Odell Thurman","ILB",72,233,4.62,34,23,114,7.47,NA,7,2,4.75,34.5,25,112,7.22,3.94
"2088","Trent Bray","ILB",73,231,4.9,32,18,109,7.15,4.41,0,8,4.6,36.5,33,120,7.16,4.11
"2089","Will Derting","ILB",72,247,4.74,NA,NA,NA,NA,NA,0,8,4.83,35,23,113,7.31,4.16
"2090","Tim Dobbins","ILB",73,246,4.59,35.5,23,110,7.25,4.39,8,5,4.62,34,23,114,7.47,4.305
"2091","Spencer Havner","ILB",75,242,4.69,39,NA,116,6.81,4.07,1,8,4.9,32,18,109,7.15,4.41
"2092","Abdul Hodge","ILB",72,236,4.76,31,NA,108,7.09,4.3,2,3,4.74,33,23,115,7.195,4.305
"2093","Oliver Hoyte","ILB",75,245,4.93,32,19,112,7.47,4.3,2,8,4.59,35.5,23,110,7.25,4.39
"2094","D'Qwell Jackson","ILB",72,230,4.73,37,19,116,7.05,4.36,21,2,4.69,39,23,116,6.81,4.07
"2095","Freddy Keiaho","ILB",71,224,4.68,36,15,113,7.01,4.12,14,3,4.76,31,23,108,7.09,4.3
"2096","Tim McGarigle","ILB",73,242,4.73,38,NA,118,7.09,4.07,1,7,4.93,32,19,112,7.47,4.3
"2097","Kai Parham","ILB",75,256,4.98,35,30,116,7.35,4.33,0,8,4.73,37,19,116,7.05,4.36
"2098","Freddie Roach","ILB",74,257,4.93,34,NA,111,7.49,4.42,0,8,4.68,36,15,113,7.01,4.12
"2099","Dale Robinson","ILB",72,231,4.76,33,18,108,7.29,4.3,0,8,4.73,38,23,118,7.09,4.07
"2100","Anthony Schlegel","ILB",72,250,4.88,32,21,111,7.41,4.38,2,3,4.98,35,30,116,7.35,4.33
"2101","Stephen Tulloch","ILB",71,241,4.84,33.5,27,113,7.19,4.15,12,4,4.93,34,23,111,7.49,4.42
"2102","Gerris Wilkinson","ILB",75,233,4.66,39,19,122,7.21,4.17,5,3,4.76,33,18,108,7.29,4.3
"2103","Leon Williams","ILB",75,245,4.54,NA,25,NA,NA,NA,8,4,4.88,32,21,111,7.41,4.38
"2104","Jon Abbate","ILB",70,231,5,38.5,26,115,7.12,4.33,0,8,4.84,33.5,27,113,7.19,4.15
"2105","Desmond Bishop","ILB",74,239,4.78,NA,33,NA,NA,NA,5,6,4.66,39,19,122,7.21,4.17
"2106","H.B. Blades","ILB",71,236,4.69,NA,22,NA,NA,NA,7,6,4.54,33,25,115,7.195,4.305
"2107","Buster Davis-02","ILB",69,239,4.64,31,24,104,7.28,4.37,2,3,5,38.5,26,115,7.12,4.33
"2108","Zak DeOssie","ILB",77,250,4.58,34.5,26,122,6.89,4.22,5,4,4.78,33,33,115,7.195,4.305
"2109","Justin Durant","ILB",73,230,4.51,36,25,121,6.77,4.09,16,2,4.69,33,22,115,7.195,4.305
"2110","David Harris","ILB",74,243,4.59,33,23,107,7.25,4.29,32,2,4.64,31,24,104,7.28,4.37
"2111","Zach Latimer","ILB",74,237,4.78,34,19,109,7.27,4.45,0,8,4.58,34.5,26,122,6.89,4.22
"2112","Marvin Mitchell","ILB",75,249,4.87,32,22,108,7.29,4.25,4,7,4.51,36,25,121,6.77,4.09
